MAE_pos,MAE_rot,RMSE_pos,RMSE_rot,LAT,hidden_dim,epochs,batch_size,dropout,layers,model,seq_length_input,lr,lr_reducing,weight_decay,lr_epochs,patience,delta,lr_multiplicator
0.29336948461130474,7.918054977638831,0.33883075214417696,13.95768590877142,0.1,32,500,64,0,1,lstm4,20,0.0002,True,1e-12,30,7,0.005,0.3
0.29341473711607213,7.216655412749768,0.36086042045150796,12.878755357258424,0.1,32,500,64,0,1,lstm4,20,0.0005,True,1e-12,70,7,0.005,0.2
0.4685759158238588,6.869562992669846,0.5321270905575993,11.494342993011863,0.1,32,500,64,0,1,lstm4,20,0.0004,True,1e-12,50,7,0.005,0.5
0.35579909836845086,6.1747892207825075,0.4073598145605815,10.714300578113491,0.1,32,500,64,0,1,lstm4,20,0.0003,True,1e-12,70,7,0.005,0.4
0.2819579765986214,5.328026917494898,0.3259489533800155,11.081326256940038,0.1,32,500,128,0,1,lstm4,20,0.0003,True,1e-12,70,7,0.005,0.5
0.30730130053131244,7.788309918301819,0.3655014311785273,12.569108895783218,0.1,32,500,128,0,1,lstm4,20,0.0003,True,1e-12,30,7,0.005,0.4
0.22382728357917378,7.25118190603577,0.26835375586289917,12.22762999637255,0.1,32,500,128,0,1,lstm4,20,0.0004,True,1e-12,30,7,0.005,0.5
0.27961027885850603,5.909617812782532,0.34231009718860855,10.874710438245778,0.1,32,500,64,0,1,lstm4,20,0.0003,True,1e-12,30,7,0.005,0.4
0.28607078648264,14.536986150037071,0.33683910373139386,19.413219037261406,0.1,32,500,64,0,1,lstm4,20,0.0001,True,1e-12,70,7,0.005,0.1
0.2550309789836176,8.437734641672673,0.3106351927513631,14.425278876158297,0.1,32,500,128,0,1,lstm4,20,0.0002,True,1e-12,50,7,0.005,0.1
0.164431726336541,7.318709492382432,0.2162125802856991,12.489893528392546,0.1,32,500,64,0,1,lstm4,20,0.0001,True,1e-12,50,7,0.005,0.4
0.5221575759231775,6.045171102233895,0.5678687018529736,11.021815875290798,0.1,32,500,64,0,1,lstm4,20,0.0004,True,1e-12,50,7,0.005,0.4
0.3791994996308958,6.315444029363069,0.44146433728223994,11.243322241982762,0.1,32,500,128,0,1,lstm4,20,0.0006,True,1e-12,50,7,0.005,0.5
0.19006544731685623,4.488567249633,0.21807930244870508,9.828532715473905,0.1,32,500,128,0,1,lstm4,20,0.0002,True,1e-12,70,7,0.005,0.5
0.2980634176216285,8.772804833515236,0.3814036443190649,16.39019019658732,0.1,32,500,128,0,1,lstm4,20,0.0005,True,1e-12,30,7,0.005,0.2
0.5526707606410246,6.99434910065597,0.6504116868726693,11.616172921103171,0.1,32,500,64,0,1,lstm4,20,0.0006,True,1e-12,50,7,0.005,0.4
0.29068648730716645,8.241676738174458,0.3616667212112213,12.450063979974004,0.1,32,500,64,0,1,lstm4,20,0.0005,True,1e-12,50,7,0.005,0.1
0.3795062158903463,10.556884648900708,0.45260699209036215,16.469345830918474,0.1,32,500,128,0,1,lstm4,20,0.0004,True,1e-12,50,7,0.005,0.1
0.35565732705755226,7.055822648750492,0.469539909086362,11.726430579698814,0.1,32,500,64,0,1,lstm4,20,0.0006,True,1e-12,50,7,0.005,0.3
0.5480958330659685,6.525392806244252,0.6023379936092649,11.40603123958887,0.1,32,500,64,0,1,lstm4,20,0.0005,True,1e-12,70,7,0.005,0.5
0.31506104695954207,7.469896673464228,0.35922646802029023,12.014261711275726,0.1,32,500,64,0,1,lstm4,20,0.0003,True,1e-12,50,7,0.005,0.3
0.3955691209800919,5.966240507194045,0.4534555157273383,10.769662927812998,0.1,32,500,64,0,1,lstm4,20,0.0004,True,1e-12,70,7,0.005,0.4
0.5269018484232919,7.404062848106674,0.5936595484094893,12.223972685549851,0.1,32,500,128,0,1,lstm4,20,0.0003,True,1e-12,70,7,0.005,0.2
0.20684777738670557,10.027644585386762,0.2893955155413462,18.902599431515522,0.1,32,500,128,0,1,lstm4,20,0.0003,True,1e-12,50,7,0.005,0.1
0.25699336553301255,8.523228387287247,0.30285536913333333,12.877828473917875,0.1,32,500,64,0,1,lstm4,20,0.0001,True,1e-12,70,7,0.005,0.2
0.24573351060900098,9.244875507493708,0.35689338409754384,15.88599144142072,0.1,32,500,128,0,1,lstm4,20,0.0001,True,1e-12,50,7,0.005,0.4
